t,axis,s,p_dibem,p_exact,error
4.500000000000e-01,x,-5.466666666667e-01,-8.948383923272e-03,-9.147410281887e-03,1.990263586148e-04
4.500000000000e-01,x,-5.333333333333e-01,-1.034051882856e-02,-1.079498422647e-02,4.544653979104e-04
4.500000000000e-01,x,-5.200000000000e-01,-1.172273395922e-02,-1.245444313801e-02,7.317091787915e-04
4.500000000000e-01,x,-5.066666666667e-01,-1.302948435972e-02,-1.402807867574e-02,9.985943160173e-04
4.500000000000e-01,x,-4.933333333333e-01,-1.418149533278e-02,-1.539722073332e-02,1.215725400541e-03
4.500000000000e-01,x,-4.800000000000e-01,-1.508233460963e-02,-1.642740579229e-02,1.345071182655e-03
4.500000000000e-01,x,-4.666666666667e-01,-1.562638825579e-02,-1.697652942228e-02,1.350141166491e-03
4.500000000000e-01,x,-4.533333333333e-01,-1.570423960885e-02,-1.690571819168e-02,1.201478582822e-03
4.500000000000e-01,x,-4.400000000000e-01,-1.520808740248e-02,-1.609222508731e-02,8.841376848275e-04
4.500000000000e-01,x,-4.266666666667e-01,-1.404845239450e-02,-1.444323192887e-02,3.947795343712e-04
4.500000000000e-01,x,-4.133333333333e-01,-1.216617075712e-02,-1.190910430278e-02,-2.570664543406e-04
4.500000000000e-01,x,-4.000000000000e-01,-9.522848993774e-03,-8.494460713948e-03,-1.028388279826e-03
4.500000000000e-01,x,-3.866666666667e-01,-6.106652002617e-03,-4.265444731509e-03,-1.841207271108e-03
4.500000000000e-01,x,-3.733333333333e-01,-1.942122805948e-03,6.481445972471e-04,-2.590267403195e-03
4.500000000000e-01,x,-3.600000000000e-01,2.873991405857e-03,6.056712436143e-03,-3.182721030286e-03
4.500000000000e-01,x,-3.466666666667e-01,8.175482381329e-03,1.172089115055e-02,-3.545408769225e-03
4.500000000000e-01,x,-3.333333333333e-01,1.375346182457e-02,1.736713362443e-02,-3.613671799861e-03
4.500000000000e-01,x,-3.200000000000e-01,1.936144436598e-02,2.270753868064e-02,-3.346094314657e-03
4.500000000000e-01,x,-3.066666666667e-01,2.472533069588e-02,2.746196333751e-02,-2.736632641628e-03
4.500000000000e-01,x,-2.933333333333e-01,2.957731068105e-02,3.138010915535e-02,-1.802798474298e-03
4.500000000000e-01,x,-2.800000000000e-01,3.364942754818e-02,3.426120800825e-02,-6.117804600728e-04
4.500000000000e-01,x,-2.666666666667e-01,3.667573314880e-02,3.596919351317e-02,7.065396356306e-04
4.500000000000e-01,x,-2.533333333333e-01,3.841199663674e-02,3.644179230714e-02,1.970204329598e-03
4.500000000000e-01,x,-2.400000000000e-01,3.869233017134e-02,3.569272158218e-02,2.999608589168e-03
4.500000000000e-01,x,-2.266666666667e-01,3.753354276017e-02,3.380702092791e-02,3.726521832262e-03
4.500000000000e-01,x,-2.133333333333e-01,3.504231829833e-02,3.093035164899e-02,4.111966649345e-03
4.500000000000e-01,x,-2.000000000000e-01,3.138841816187e-02,2.725375067219e-02,4.134667489679e-03
4.500000000000e-01,x,-1.866666666667e-01,2.680422942009e-02,2.299574485429e-02,3.808484565801e-03
4.500000000000e-01,x,-1.733333333333e-01,2.156079720549e-02,1.838387377795e-02,3.176923427541e-03
4.500000000000e-01,x,-1.600000000000e-01,1.594457224456e-02,1.363754010897e-02,2.307032135589e-03
4.500000000000e-01,x,-1.466666666667e-01,1.028120186813e-02,8.953752191678e-03,1.327449676448e-03
4.500000000000e-01,x,-1.333333333333e-01,4.918814781104e-03,4.496818085165e-03,4.219966959392e-04
4.500000000000e-01,x,-1.200000000000e-01,1.961783987756e-04,3.924805434511e-04,-1.963021446755e-04
4.500000000000e-01,x,-1.066666666667e-01,-3.728133499514e-03,-3.273567660606e-03,-4.545658389080e-04
4.500000000000e-01,x,-9.333333333333e-02,-6.874708974156e-03,-6.453310646633e-03,-4.213983275228e-04
4.500000000000e-01,x,-8.000000000000e-02,-9.298617840392e-03,-9.131029184427e-03,-1.675886559647e-04
4.500000000000e-01,x,-6.666666666667e-02,-1.108066471927e-02,-1.131593752039e-02,2.352728011141e-04
4.500000000000e-01,x,-5.333333333333e-02,-1.232282916668e-02,-1.303388461326e-02,7.110554465790e-04
4.500000000000e-01,x,-4.000000000000e-02,-1.311543055432e-02,-1.431906476306e-02,1.203634208732e-03
