t,p_dibem_0_4_0_0_,p_exact_0_4_0_0_,error_0_4_0_0_,p_dibem_0_7_0_0_,p_exact_0_7_0_0_,error_0_7_0_0_,p_dibem_0_5_0_5_,p_exact_0_5_0_5_,error_0_5_0_5_
5.600000000000e-01,-1.892759175462e-02,-1.436823173242e-02,-4.559360022199e-03,-1.270096727112e-03,-1.022141582458e-05,-1.259875311288e-03,2.216946545423e-04,-2.223084851401e-09,2.216968776271e-04
5.700000000000e-01,-1.879361880833e-02,-1.600247751254e-02,-2.791141295790e-03,-1.774460444695e-03,-1.767153913954e-05,-1.756788905556e-03,1.987643540784e-04,-5.061647310163e-09,1.987694157257e-04
5.800000000000e-01,-1.835837533982e-02,-1.726461277064e-02,-1.093762569178e-03,-2.336564654437e-03,-2.995216278738e-05,-2.306612491649e-03,1.629769165559e-04,-1.121425964007e-08,1.629881308155e-04
5.900000000000e-01,-1.761067535053e-02,-1.797582447574e-02,3.651491252072e-04,-2.952355218722e-03,-4.977484593583e-05,-2.902580372786e-03,1.122398652027e-04,-2.421293472627e-08,1.122640781374e-04
6.000000000000e-01,-1.654508574036e-02,-1.796339313337e-02,1.418307393017e-03,-3.616218441103e-03,-8.110212062647e-05,-3.535116320477e-03,4.439820622773e-05,-5.099361595414e-08,4.444919984369e-05
6.100000000000e-01,-1.516222395308e-02,-1.708038601847e-02,1.918162065392e-03,-4.320996425425e-03,-1.295644854330e-04,-4.191431939992e-03,-4.272896095688e-05,-1.048392635290e-07,-4.262412169335e-05
6.200000000000e-01,-1.346893093868e-02,-1.522634107838e-02,1.757410139699e-03,-5.058038732358e-03,-2.029285001661e-04,-4.855110232192e-03,-1.513063183412e-04,-2.105724067881e-07,-1.510957459344e-04
6.300000000000e-01,-1.147831404854e-02,-1.236619670507e-02,8.878826565293e-04,-5.817290443027e-03,-3.115717459422e-04,-5.505718697085e-03,-2.834349987332e-04,-4.134809624279e-07,-2.830215177708e-04
6.400000000000e-01,-9.209657260288e-03,-8.544478284342e-03,-6.651789759457e-04,-6.587415897085e-03,-4.688885908130e-04,-6.118527306272e-03,-4.411005126654e-04,-7.942635592083e-07,-4.403062491062e-04
6.500000000000e-01,-6.688198988672e-03,-3.891994854742e-03,-2.796204133930e-03,-7.355956532506e-03,-6.915137058960e-04,-6.664442826610e-03,-6.261165510486e-04,-1.493392128922e-06,-6.246231589197e-04
6.600000000000e-01,-3.944780611923e-03,1.376936098907e-03,-5.321716710830e-03,-8.109520436230e-03,-9.992133744119e-04,-7.110307061818e-03,-8.400654370214e-04,-2.749742264514e-06,-8.373156947569e-04
6.700000000000e-01,-1.015371664774e-03,6.977500096667e-03,-7.992871761442e-03,-8.834000437975e-03,-1.414266442723e-03,-7.419733995253e-03,-1.084236151724e-03,-4.960102906309e-06,-1.079276048818e-03
6.800000000000e-01,2.059519642653e-03,1.257690133860e-02,-1.051738169595e-02,-9.514816862449e-03,-1.960148985122e-03,-7.554667877326e-03,-1.359561002425e-03,-8.768092480429e-06,-1.350792909945e-03
6.900000000000e-01,5.235539386897e-03,1.782412836470e-02,-1.258858897781e-02,-1.013718041499e-02,-2.659362859512e-03,-7.477817555479e-03,-1.666552133769e-03,-1.519273304643e-05,-1.651359400723e-03
7.000000000000e-01,8.465270876569e-03,2.238345120582e-02,-1.391818032925e-02,-1.068637012787e-02,-3.530320926643e-03,-7.156049201228e-03,-2.005239200045e-03,-2.580785448932e-05,-1.979431345555e-03
7.100000000000e-01,1.169909205991e-02,2.596737949642e-02,-1.426828743651e-02,-1.114802085249e-02,-4.583328710548e-03,-6.564692141937e-03,-2.375109614637e-03,-4.298267954893e-05,-2.332126935088e-03
7.200000000000e-01,1.488609017518e-02,2.836473774048e-02,-1.347864756530e-02,-1.150841445776e-02,-5.815882404985e-03,-5.692532052774e-03,-2.775052868497e-03,-7.019011023491e-05,-2.704862758262e-03
7.300000000000e-01,1.797501508969e-02,2.946015709929e-02,-1.148514200960e-02,-1.175476869561e-02,-7.207721701037e-03,-4.547046994577e-03,-3.203310459297e-03,-1.123808960809e-04,-3.090929563216e-03
7.400000000000e-01,2.091525183199e-02,2.924253881769e-02,-8.327286985706e-03,-1.187551762624e-02,-8.716302425288e-03,-3.159215200949e-03,-3.657432993799e-03,-1.764075280043e-04,-3.481025465794e-03
7.500000000000e-01,2.365779229479e-02,2.780168703417e-02,-4.143894739378e-03,-1.186057756184e-02,-1.027354298867e-02,-1.587034573169e-03,-4.134246015274e-03,-2.714603340406e-04,-3.862785681233e-03
7.600000000000e-01,2.615618598702e-02,2.531403876453e-02,8.421472224961e-04,-1.170159268733e-02,-1.178479511803e-02,8.320243069705e-05,-4.629826063420e-03,-4.094499048004e-04,-4.220376158620e-03
7.700000000000e-01,2.836745004428e-02,2.201992751367e-02,6.347522530611e-03,-1.139215484679e-02,-1.313093878817e-02,1.738783941385e-03,-5.139488394576e-03,-6.052365425770e-04,-4.534251851999e-03
7.800000000000e-01,3.025291946265e-02,1.819585106539e-02,1.205706839725e-02,-1.092799243919e-02,-1.417426357440e-02,3.246271135207e-03,-5.657787674224e-03,-8.765733863659e-04,-4.781214287858e-03
7.900000000000e-01,3.177901968519e-02,1.412562565199e-02,1.765339403320e-02,-1.030712393695e-02,-1.476836293420e-02,4.461238997252e-03,-6.178532801655e-03,-1.243602733944e-03,-4.934930067711e-03
8.000000000000e-01,3.291794522016e-02,1.007407872825e-02,2.284386649191e-02,-9.529972214157e-03,-1.477166462121e-02,5.241692407050e-03,-6.694816838715e-03,-1.727735271087e-03,-4.967081567628e-03
8.100000000000e-01,3.364822987152e-02,6.266163712195e-03,2.738206615932e-02,-8.599436634515e-03,-1.406352613877e-02,5.464089504256e-03,-7.199062792307e-03,-2.349761636637e-03,-4.849301155670e-03
8.200000000000e-01,3.395519637624e-02,2.873264178604e-03,3.108193219764e-02,-7.520920684805e-03,-1.256115589981e-02,5.040235215005e-03,-7.683085745792e-03,-3.127106754587e-03,-4.555978991206e-03
8.300000000000e-01,3.383127572193e-02,7.224456448746e-06,3.382405126548e-02,-6.302313831333e-03,-1.023511834962e-02,3.932804518283e-03,-8.138171550850e-03,-4.070247562998e-03,-4.067923987852e-03
8.400000000000e-01,3.327618910894e-02,-2.278480189024e-03,3.555466929796e-02,-4.953927204107e-03,-7.120979416421e-03,2.167052212314e-03,-8.555171982406e-03,-5.178474143811e-03,-3.376697838595e-03
8.500000000000e-01,3.229698836744e-02,-3.981869182897e-03,3.627885755033e-02,-3.488383656916e-03,-3.324844206793e-03,-1.635394501230e-04,-8.924615929700e-03,-6.435370939450e-03,-2.489244990250e-03
